Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Road,Road Width,Road Type,Posted,Amenities,Area (Sq. Meter),Build Area (Sq. Meter)
"Beauty Parlor On Sale! : Business For Sale In Anamnagar, Kathmandu","Devkota Sadak, Anamnagar, Kathmandu",Kathmandu,500000,0,0,1.0,0,South,,208,20 Meter / Soil Stabilized,20 Meter , Soil Stabilized,7 months ago,[],250.0,
"1 Ropani Attractive Commercial Land For Sale At Gahana Pokhari, Naxal : Land For Sale In Naxal, Kathmandu","Gahana Pokhari Main Road, Naxal, Kathmandu",Kathmandu,11000000,0,0,,0,North East,,351,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],31.796059,
"3.5 Storied House On Sale : House For Sale In Boudha, Kathmandu","Bhrikutichowk, Kathmandu Nepal, Boudha, Kathmandu",Kathmandu,22500000,0,4,,4,North,2009.0,945,12 Feet / Gravelled,12 Feet , Gravelled,7 months ago,"['TV Cable', 'Water Supply', 'Water Well', 'Internet']",1526.2108,
"26 Anna Main Road Commercial Land, Mid Baneshwor Beside Venus Hospital : Land For Sale In Mid Baneshwor, Kathmandu","Mid baneshwor Beside Venus Hospital, Mid Baneshwor, Kathmandu",Kathmandu,11000000,0,0,,0,South East,,285,40 Feet / Blacktopped,40 Feet , Blacktopped,7 months ago,[],5119.1655,
"31 Anna Commercial Land For Sale Prime Location, Baluwatar Main Road : Land For Sale In Baluwatar, Kathmandu","Baluwatar Main Road, Baluwatar, Kathmandu",Kathmandu,13000000,0,0,,0,East,,298,50 Feet / Blacktopped,50 Feet , Blacktopped,7 months ago,[],7662.85,
"8 Anna Modern House For Sale In Basundhara In Sherchan Colony Height : House For Sale In Dhapasi, Kathmandu","Sherchan Colony, Dhapasi, Dhapasi, Kathmandu",Kathmandu,45000000,6,6,3.0,2,South West,,501,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Well', 'Water Supply', 'Electricity Backup', 'Internet']",4069.8955,
"Magnificent New Bungalow For Sale At Budhanilkantha, Kathmandu : House For Sale In Budhanilkantha, Kathmandu","Park Village, Budhanilkantha, Kathmandu",Kathmandu,130000000,6,7,2.0,10,North,2017.0,1.5K,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Gym', 'Garden', 'Frontyard', 'Modular Kitchen', 'Swimming Pool', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Electricity Backup', 'Water Supply', 'Internet', 'Kids Playground']",5119.1655,
"9 Anna Commercial Main Road Land On Sale Opposite To Big Mart Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Main Road, Lazimpat, Kathmandu",Kathmandu,15000000,0,0,,0,East,,331,60 Feet / Blacktopped,60 Feet , Blacktopped,7 months ago,[],4578.6323,
"Land With Old House On Sale, Dhumbarahi Main Road Near Investment Bank : Land For Sale In Dhumbarahi, Kathmandu","Dhumbarahi Main Road, Dhumbarahi, Kathmandu",Kathmandu,7500000,0,0,,0,West,,294,45 Feet / Blacktopped,45 Feet , Blacktopped,7 months ago,[],4586.5815,
"6.5 Anna Land For Sale At Basundhara Chauki, Shayanshah Height : Land For Sale In Dhapasi, Kathmandu","Shayansha Height Near Ram Mandir, Dhapasi, Kathmandu",Kathmandu,4000000,0,0,,0,East,,280,12 Feet / Blacktopped,12 Feet , Blacktopped,7 months ago,[],3068.3196,
"Bungalow At Mid Baneshwor, 100 Meters From Venus Hospital : House For Sale In Mid Baneshwor, Kathmandu","Mid Baneshwor Near Venus Hospital, Mid Baneshwor, Kathmandu",Kathmandu,120000000,4,5,2.0,2,South East,,926,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,"['Garage', 'Air Condition', 'Balcony', 'Garden', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Wifi', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Internet']",6108.823,
"Apartment For Rent In Bishal Nagar, Kathmandu","Bishal Nagar, Bishal Nagar, Kathmandu",Kathmandu,100000,2,2,9.0,1,West,,719,0 Feet,0 Feet,,7 months ago,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Water Supply', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Jacuzzi']",127.37004,
"Bhelpa House On Rent : House For Rent In Gwarko, Lalitpur","Balfal Bhelpa., Gwarko, Lalitpur",Lalitpur,45000,3,3,3.0,1,East,2076.0,410,16 Feet / Gravelled,16 Feet , Gravelled,7 months ago,"['Garage', 'Fencing', 'Drainage', 'Water Supply', 'Water Well']",1033.3718,1033.3718
"Office Space For Rent In Baneshwor, Kathmandu","New Baneshwor Chowk, Baneshwor, Kathmandu",Kathmandu,350000,0,0,8.0,0,South,,986,30 Meter / Blacktopped,30 Meter , Blacktopped,7 months ago,"['Balcony', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Lift', 'Parking', 'Store Room']",204.38664,
"Residential : House For Sale In Kapan, Kathmandu","Payutar, Kapan, Kathmandu",Kathmandu,22000000,6,5,3.0,1,East,2016.0,359,14 Feet / Gravelled,14 Feet , Gravelled,7 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Internet', 'Water Well', 'Water Tank', 'Electricity Backup', 'Drainage', 'Garage']",158.98029,127.184235
"House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,17000000,3,2,2.0,3,West,2019.0,309,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,['Water Supply'],2034.9478,11.815406
"Budhanilkantha Bungalow : House For Rent In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,550000,24,0,4.0,15,East,2076.0,1.1K,22 Feet / Blacktopped,22 Feet , Blacktopped,7 months ago,"['Drainage', 'Water Supply', 'Solar Water', 'Wifi', 'Washing Machine', 'TV Cable', 'Modular Kitchen', 'Frontyard', 'Garden', 'Microwave', 'Fencing', 'Garage', 'Air Condition', 'Lawn', 'Backyard', 'Balcony']",1526.2108,508.73694
"Budanilkantha Golfutar Home : House For Sale In Budhanilkantha, Kathmandu","Golfutar, Budhanilkantha, Kathmandu",Kathmandu,30000000,10,8,4.0,2,South,2068.0,691,30 Feet / Blacktopped,30 Feet , Blacktopped,7 months ago,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water']",127.184235,
"House For Sale In Kavresthali, Kathmandu","Vadigoth, Kavresthali, Kathmandu",Kathmandu,7000000,0,0,,0,West,,627,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,7 months ago,[],95.388176,
"New Modern And Beautiful House : House For Sale In Thaiba, Lalitpur","Wasa hiti, Thaiba, Lalitpur",Lalitpur,19000000,4,4,3.0,2,East,2075.0,608,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,"['Lawn', 'Garage', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Water Well', 'Water Tank', 'Internet']",2036.9377,232.25754
"House Near Kist Hospital Imadole : House For Sale In Imadol, Lalitpur","timalshina chowk, Imadol, Lalitpur",Lalitpur,18000000,0,4,4.0,0,South,2016.0,664,0 Feet,0 Feet,,7 months ago,"['Drainage', 'Water Well', 'Water Tank', 'Solar Water', 'TV Cable', 'Balcony', 'Modular Kitchen']",186.23,186.23
"Land For Sale In Birgunj, Parsa","Birganj Inner Bypass Rd, Birgunj, Parsa",Parsa,1550000,0,0,0.0,0,North,,852,66 Feet / Blacktopped,66 Feet , Blacktopped,7 months ago,[],761.85,
"One Floor Home : House For Sale In Tarakeshwar, Kathmandu","Kavresthali, Tarakeshwar, Kathmandu",Kathmandu,12000000,1,1,1.0,1,North West,2076.0,490,10 Feet / Gravelled,10 Feet , Gravelled,7 months ago,"['Garage', 'Fencing', 'Frontyard', 'Wifi', 'Water Supply', 'Water Tank', 'Internet', 'Parking']",1039.3419,1039.3419
"House For Sale In Newroad, Kathmandu","New Road, Newroad, Kathmandu",Kathmandu,122500000,23,10,,0,West,,430,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,[],1033.3718,
"House For Rent In Boudha, Kathmandu","Boudha - Jorpati Road, Boudha, Kathmandu",Kathmandu,55000,4,4,,0,West,,788,15 Feet / Gravelled,15 Feet , Gravelled,7 months ago,[],195.09634,
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,1500000,0,0,,0,North,,239,12 Feet / Gravelled,12 Feet , Gravelled,7 months ago,[],1542.1088,
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,1300000,0,0,,0,West,,314,4 Feet / Soil Stabilized,4 Feet , Soil Stabilized,7 months ago,[],127.184235,
"Land For SALE In Banepa : Land For Sale In Banepa, Kavre","Karuna Marg, Banepa, Kavre",Kavre,815000,0,0,,0,North,,230,20 Feet / Gravelled,20 Feet , Gravelled,7 months ago,[],327.4994,
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,1350000,0,0,,0,North,,251,12 Feet / Gravelled,12 Feet , Gravelled,7 months ago,[],190.77635,
"House For Rent In Minbhawan, Kathmandu","New Baneshwor, Minbhawan, Kathmandu",Kathmandu,80000,6,2,3.0,0,South,2062.0,298,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],1271842.4,2567.5317
"House For Sale In Jorpati, Kathmandu","Shiva Chowk, Dashindhoka Jorpati, Jorpati, Kathmandu",Kathmandu,20000000,0,0,,0,South,,398,15 Feet,15 Feet,,7 months ago,[],127.184235,
"House For Sale In Tikathali, Lalitpur","Tikathali-1, Tikathali, Lalitpur",Lalitpur,17000000,8,3,,0,South,,860,13 Feet / Blacktopped,13 Feet , Blacktopped,7 months ago,[],1526.2108,
"House For Sale In Tarkeshwor, Kathmandu","lolang hariyali basti, Tarkeshwor, Kathmandu",Kathmandu,17000000,0,0,,0,East,,157,10 Feet / Gravelled,10 Feet , Gravelled,7 months ago,[],1526.2108,
"House For Sale In Tarkeshwor, Kathmandu","Lolang, Tarkeshwor, Kathmandu",Kathmandu,8500000,4,0,,0,South,,343,10 Feet,10 Feet,,7 months ago,[],79.49014,
"Land For Sale In Godawari, Lalitpur","Badikhel, Godawari, Lalitpur",Lalitpur,1100000,0,0,,0,South,,407,20 Feet / Gravelled,20 Feet , Gravelled,7 months ago,[],158.98029,
"House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,15500000,8,0,3.0,0,North,,449,20 Feet / Gravelled,20 Feet , Gravelled,7 months ago,[],95.388176,
"Land For Sale In Naikap, Kathmandu","Naikap Naya Bhanjyang, Naikap, Kathmandu",Kathmandu,2600000,0,0,,0,East,,848,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],3561.1584,
"3 Ropani Land For Sale At Pumdikot Pokhara : Land For Sale In Pokhara, Pokhara","Pumdikot, Pokhara, Pokhara",Pokhara,60000000,0,0,,0,East,,374,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],101.35818,
"Shutters For Rent : Office Space For Rent In Koteshwor, Kathmandu","338/6, Koteshwor, Kathmandu",Kathmandu,24000,0,3,2.0,1,West,2052.0,719,0 Meter / Paved,0 Meter , Paved,7 months ago,"['Garage', 'Balcony', 'Water Well', 'Wifi', 'CCTV', 'Water Supply', 'TV Cable']",413.34875,190.77635
"Land For Sale In Birtamod Road, Itahari","Rajbiraj saptari, Birtamod Road, Itahari",Itahari,230000,0,0,,0,East,,175,0 Feet,0 Feet,,7 months ago,[],270.88,
"Land For Sale In Suryabinayak, Bhaktapur","sanga fun park, Suryabinayak, Bhaktapur",Bhaktapur,1200000,0,0,0.0,0,South West,,182,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,7 months ago,[],1240.0463,
"Tinkune Prime Location Land On Sale : Land For Sale In Tinkune, Kathmandu","Gairigaon, Tinkune, Kathmandu",Kathmandu,5600000,0,0,,0,East,,198,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,[],158.98029,15.898029
"SAMAKHUSI HOME : House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,44000000,5,6,3.0,1,East,2076.0,390,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,"['Water Tank', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'TV Cable']",127.184235,
"BUDHANILKANTHA 20 ANA VILLA : House For Sale In Budhanilkantha, Kathmandu","Near by Deubaniwas, Budhanilkantha, Kathmandu",Kathmandu,100000000,6,6,3.0,10,North West,2071.0,895,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,"['Fencing', 'Frontyard', 'Garden', 'Backyard', 'Air Condition', 'Garage', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",635.92114,
"BUDANILKANTHA VILLA : House For Sale In Budhanilkantha, Kathmandu","Near by Deubaniwas, Budhanilkantha, Kathmandu",Kathmandu,96000000,5,7,3.0,0,South East,2074.0,436,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,"['Garden', 'Frontyard', 'Air Condition', 'Garage', 'Backyard', 'Deck', 'Fencing', 'Lawn', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'Water Well', 'Water Tank']",572.32904,
"BHANGAL HEIGHT NEW HOME : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,28500000,6,6,3.0,2,East,2076.0,428,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,"['Garage', 'Water Tank', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi']",143.08226,
"House For Sale In Kadaghari, Kathmandu","Birendra Chowk, Kadaghari, Kathmandu",Kathmandu,22500000,0,0,,0,North,,432,16 Feet / Blacktopped,16 Feet , Blacktopped,7 months ago,[],127.184235,
"Swayambhu Buddhachok 4 Floors Home : House For Sale In Swayambhu, Kathmandu","Swayambhu, Swayambhu, Kathmandu",Kathmandu,41000000,17,10,,2,East,,407,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,"['Frontyard', 'Garage', 'Wifi', 'Washing Machine', 'Water Tank', 'Drainage', 'Water Supply', 'Solar Water']",257.54807,
"House For Sale In Samakhusi, Kathmandu","Near Ranibari, Samakhusi, Kathmandu",Kathmandu,30000000,11,0,4.0,2,North,2001.0,252,13 Feet / Blacktopped,13 Feet , Blacktopped,7 months ago,"['Lawn', 'Garage', 'Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",158.98029,127.184235
"5 Ana Land On Sale In Vibor Planning, Chunikhel Bhaiseapti : Land For Sale In Bhaisepati, Lalitpur","Chunikhel, Bhaisepati, Lalitpur",Lalitpur,2500000,0,0,,0,East,,668,0 Feet,0 Feet,,7 months ago,[],2543.6846,
"Office Space For Sale In Jamal, Kathmandu","Kanti Path, Jamal, Kathmandu",Kathmandu,1200000,0,0,,0,North,,272,40 Feet / Blacktopped,40 Feet , Blacktopped,7 months ago,[],171.87059,
"Apartment For Rent In Naxal, Kathmandu","Bhatbhateni Apartments, Naxal, Kathmandu",Kathmandu,170000,3,4,7.0,2,East,,6.5K,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Lift', 'Parking', 'Security Staff']",195.09634,
"Modern Bungalow : House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,65000000,5,6,3.0,3,East,2076.0,732,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,"['Frontyard', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'CCTV']",206.67438,
"2 Floors Flats Available For Office Rent In Kupondole : Flat For Rent In Kupondole, Lalitpur","84/10 Kupondole, Kupondole, Lalitpur",Lalitpur,95000,4,2,4.0,4,South East,,339,0 Feet / Paved,0 Feet , Paved,7 months ago,"['Garage', 'Air Condition', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Water Tank', 'Cafeteria', 'Electricity Backup']",254.36847,
"3 - 4 Ana Land On Sale In Khadka Gau , Kalanki 1.5 Km From LRI School : Land For Sale In Kalanki, Kathmandu","Khadka Gau , 1.5 km from LRI, Kalanki, Kathmandu",Kathmandu,2300000,0,0,,0,South East,,385,13 Feet / Blacktopped,13 Feet , Blacktopped,7 months ago,[],2130.336,
"Flat For Rent In Balkot, Bhaktapur","Sirutar, Balkot, Bhaktapur",Bhaktapur,12000,2,1,,0,West,,617,15 Feet / Blacktopped,15 Feet , Blacktopped,7 months ago,[],83.61272,
"PRIVATE HOME URGENTLY SELLING : House For Sale In Basbari, Kathmandu","Basnsbari Road, Basbari, Kathmandu",Kathmandu,115000000,4,4,3.0,4,North East,2009.0,650,13 Feet / Paved,13 Feet , Paved,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Deck', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Microwave', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup', 'Internet', 'Security Staff']",572.32904,381.5527
"5 Ana Land On Sale In Pepsicola, Kathmandu !! : Land For Sale In Pepsicola, Kathmandu","Pepsicola , Near Sunrise Bank, Pepsicola, Kathmandu",Kathmandu,4000000,0,0,,0,South East,,280,0 Feet,0 Feet,,7 months ago,[],2543.6846,
"4 Ana Land On Sale In Dharmasthali, Tarakheshwor Kathamandu : Land For Sale In Tarakeshwar, Kathmandu","Dharmasthali, Tarakeshwar, Kathmandu",Kathmandu,1400000,0,0,,0,South West,,710,0 Feet,0 Feet,,7 months ago,[],2034.9478,
"LAND FOR SALE : Land For Sale In Khairahani, Chitwan","Khairahani Nagarpalika, Ward No 6, Chitwan, Khairahani, Chitwan",Chitwan,2500000,0,0,,0,North,,197,6 Meter / Gravelled,6 Meter , Gravelled,7 months ago,[],4402.06,
"Immediate Sale Of 4 Ana Land In Vip Area Of Bhaisepati : Land For Sale In Bhaisepati, Lalitpur","Gokul Awash Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,3500000,0,0,,0,South West,,617,20 Feet / Blacktopped,20 Feet , Blacktopped,7 months ago,[],2034.9478,
"1 Ropani Land On Sale In Macchegau, Kritipur - Can Be Plotted Into 3 Pieces : Land For Sale In Naya Bazar, Kathmandu","machchhegaun, Naya Bazar, Kathmandu",Kathmandu,1000000,0,0,,0,North East,,369,32 Feet / Blacktopped,32 Feet , Blacktopped,7 months ago,[],31.796059,
"5 Ana Land On Sale In Hattiban , Saatdobato : Land For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur",Lalitpur,2300000,0,0,,0,South West,,289,13 Feet / Paved,13 Feet , Paved,7 months ago,[],2543.6846,
"House For Rent In Lekhnath, Pokhara","Lake Side, Lekhnath, Pokhara",Pokhara,230000,0,0,,1,South East,,3.6K,32 Feet / Blacktopped,32 Feet , Blacktopped,7 months ago,[],4069.8955,
"4 Ana Land On Sale In BhatekekoPati , Kritipur : Land For Sale In Kirtipur, Kathmandu","Bhatkepati, Kirtipur, Kathmandu",Kathmandu,2100000,0,0,,0,South East,,472,16 Feet / Gravelled,16 Feet , Gravelled,7 months ago,[],2034.9478,
"House For Sale In Dhapasi, Kathmandu","Bhagawati Temple, Dhapasi, Kathmandu",Kathmandu,35000000,6,4,3.0,8,West,,304,32 Feet / Blacktopped,32 Feet , Blacktopped,7 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Well', 'Intercom', 'Internet', 'Parking']",3068.3196,
"Bunglow On Sale At Dhungedhara Near Nursery Chowk : House For Sale In Dhungedhara, Kathmandu","Nursery Chowk, Dhungedhara, Kathmandu",Kathmandu,140000000,7,4,,3,East,,1K,26 Feet / Blacktopped,26 Feet , Blacktopped,7 months ago,"['Garden', 'Water Supply']",3592.9546,
"House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur",Bhaktapur,7500000,0,0,,0,South,,1.1K,13 Feet / Gravelled,13 Feet , Gravelled,7 months ago,[],1526.2108,
"House For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,9500000,0,0,,0,East,,444,10 Feet / Blacktopped,10 Feet , Blacktopped,7 months ago,[],1041.3209,
"House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,20000000,0,0,,0,South East,,389,13 Feet / Blacktopped,13 Feet , Blacktopped,8 months ago,[],1534.1598,
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,18000000,0,0,,0,South,,304,16 Feet / Blacktopped,16 Feet , Blacktopped,8 months ago,[],95.388176,
"House For Sale In Lekhnath, Pokhara","Pokhara Gumba Fade, Lekhnath, Pokhara",Pokhara,12000000,0,0,,0,South,,266,30 Feet / Gravelled,30 Feet , Gravelled,8 months ago,[],159.90936,
"Office Space For Rent In Newroad, Kathmandu","Khichapokhari, Newroad, Kathmandu",Kathmandu,160000,0,4,6.0,0,East,2011.0,252,0 Feet,0 Feet,,8 months ago,"['Balcony', 'Water Supply', 'Electricity Backup', 'Lift']",222.96724,
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,35000000,0,0,,0,North,,224,15 Feet / Gravelled,15 Feet , Gravelled,8 months ago,[],222.5724,
"House For Rent In Dharan, Dharan","British Gurkha Memorial camp, Dharan, Dharan",Dharan,25000,0,0,,0,East,,813,13 Feet / Blacktopped,13 Feet , Blacktopped,8 months ago,[],204.38664,
"Land For Sale In Dakshinkali, Kathmandu","Pharping Bhimsensthan, Dakshinkali, Kathmandu",Kathmandu,150000,0,0,,0,South,,309,20 Feet / Gravelled,20 Feet , Gravelled,8 months ago,[],5564.31,
"Commercial Building For Rent : Business For Rent In Budhanilkantha, Kathmandu","Budhanilkantha, Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,15000,0,0,3.0,0,North West,2018.0,358,24 Feet / Blacktopped,24 Feet , Blacktopped,8 months ago,[],254.36847,185.80603
"Land For Sale At Chundevi Kathmandu : Land For Sale In Maharajgunj, Kathmandu","Chundevi, Maharajgunj, Kathmandu",Kathmandu,4500000,0,0,,0,West,,274,0 Feet,0 Feet,,8 months ago,[],127.184235,
"Fully Furnished : Flat For Rent In Banasthali, Kathmandu","Bhrikuti Tole, Banasthali, Kathmandu",Kathmandu,25000,1,1,,2,North,2013.0,1K,16 Feet / Blacktopped,16 Feet , Blacktopped,8 months ago,"['Balcony', 'Fencing', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground']",3052.4216,2034.9478
"Office Space For Rent In Lazimpat, Kathmandu","lazimpath marg, Lazimpat, Kathmandu",Kathmandu,35000,0,2,,1,North,,327,0 Feet,0 Feet,,8 months ago,"['Balcony', 'Frontyard', 'Water Supply', 'Drainage']",95.388176,63.592117
"Land For Sale In Pepsicola, Kathmandu","Pepsicola, Sairam Chowk, Pepsicola, Kathmandu",Kathmandu,5500000,0,0,,0,East,,150,16 Feet / Blacktopped,16 Feet , Blacktopped,8 months ago,['Water Supply'],143.08226,143.08226
"House At Shankhamul For Sale : House For Sale In Patan, Lalitpur","Shankhamul, Patan, Lalitpur",Lalitpur,17600000,2,2,,1,North,,414,13 Feet,13 Feet,,8 months ago,"['Garage', 'Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank']",1043.3109,89.3727
